0,285,32,285,32,314,0,314,0.99981385
0,318,32,318,32,346,0,346,0.9998097
400,515,464,515,464,528,400,528,0.9998
112,366,208,366,208,381,112,381,0.99976605
528,300,608,300,608,312,528,312,0.9997534
400,445,464,445,464,459,400,459,0.9997038
80,0,640,0,640,178,80,178,0.99968374
624,250,720,250,720,269,624,269,0.999665
